ID,Date,Location,Site,Observer,Depth (m),Visibility (m),Replicate,Interval,Genus,Species,Scientific Name,Count,Size Est (cm)
508,META-nan,,,,,,,,,,,,
509,META-nan,,,,,,,,,,,,
510,META-nan,,,,,,,,,,,,
511,META-nan,,,,,,,,,,,,
512,META-nan,,,,,,,,,,,,
513,META-nan,,,,,,,,,,,,
514,META-nan,,,,,,,,,,,,
515,META-nan,,,,,,,,,,,,
516,META-nan,,,,,,,,,,,,
517,META-nan,,,,,,,,,,,,
518,META-nan,,,,,,,,,,,,
519,META-nan,,,,,,,,,,,,
520,META-nan,,,,,,,,,,,,
521,META-nan,,,,,,,,,,,,
522,META-nan,,,,,,,,,,,,
523,META-nan,,,,,,,,,,,,
524,META-nan,,,,,,,,,,,,
525,META-nan,,,,,,,,,,,,
526,META-nan,,,,,,,,,,,,
527,META-nan,,,,,,,,,,,,
528,META-nan,,,,,,,,,,,,
529,META-nan,,,,,,,,,,,,
530,META-nan,,,,,,,,,,,,
531,META-nan,,,,,,,,,,,,
532,META-nan,,,,,,,,,,,,
533,META-nan,,,,,,,,,,,,
534,META-nan,,,,,,,,,,,,
535,META-nan,,,,,,,,,,,,
536,META-nan,,,,,,,,,,,,
537,META-nan,,,,,,,,,,,,
538,META-nan,,,,,,,,,,,,
539,META-nan,,,,,,,,,,,,
540,META-nan,,,,,,,,,,,,
541,META-nan,,,,,,,,,,,,
542,META-nan,,,,,,,,,,,,
543,META-nan,,,,,,,,,,,,
544,META-nan,,,,,,,,,,,,
545,META-nan,,,,,,,,,,,,
546,META-nan,,,,,,,,,,,,
547,META-nan,,,,,,,,,,,,
548,META-nan,,,,,,,,,,,,
549,META-nan,,,,,,,,,,,,
550,META-nan,,,,,,,,,,,,
551,META-nan,,,,,,,,,,,,
552,META-nan,,,,,,,,,,,,
553,META-nan,,,,,,,,,,,,
554,META-nan,,,,,,,,,,,,
555,META-nan,,,,,,,,,,,,
556,META-nan,,,,,,,,,,,,
557,META-nan,,,,,,,,,,,,
558,META-nan,,,,,,,,,,,,
559,META-nan,,,,,,,,,,,,
560,META-nan,,,,,,,,,,,,
561,META-nan,,,,,,,,,,,,
562,META-nan,,,,,,,,,,,,
563,META-nan,,,,,,,,,,,,
564,META-nan,,,,,,,,,,,,
565,META-nan,,,,,,,,,,,,
566,META-nan,,,,,,,,,,,,
567,META-nan,,,,,,,,,,,,
568,META-nan,,,,,,,,,,,,
569,META-nan,,,,,,,,,,,,
570,META-nan,,,,,,,,,,,,
571,META-nan,,,,,,,,,,,,
572,META-nan,,,,,,,,,,,,
573,META-nan,,,,,,,,,,,,
574,META-nan,,,,,,,,,,,,
575,META-nan,,,,,,,,,,,,
576,META-nan,,,,,,,,,,,,
577,META-nan,,,,,,,,,,,,
578,META-nan,,,,,,,,,,,,
579,META-nan,,,,,,,,,,,,
580,META-nan,,,,,,,,,,,,
581,META-nan,,,,,,,,,,,,
582,META-nan,,,,,,,,,,,,
583,META-nan,,,,,,,,,,,,
584,META-nan,,,,,,,,,,,,
585,META-nan,,,,,,,,,,,,
586,META-nan,,,,,,,,,,,,
587,META-nan,,,,,,,,,,,,
588,META-nan,,,,,,,,,,,,
589,META-nan,,,,,,,,,,,,
590,META-nan,,,,,,,,,,,,
591,META-nan,,,,,,,,,,,,
592,META-nan,,,,,,,,,,,,
593,META-nan,,,,,,,,,,,,
594,META-nan,,,,,,,,,,,,
595,META-nan,,,,,,,,,,,,
596,META-nan,,,,,,,,,,,,
597,META-nan,,,,,,,,,,,,
598,META-nan,,,,,,,,,,,,
599,META-nan,,,,,,,,,,,,
600,META-nan,,,,,,,,,,,,
601,META-nan,,,,,,,,,,,,
602,META-nan,,,,,,,,,,,,
603,META-nan,,,,,,,,,,,,
604,META-nan,,,,,,,,,,,,
605,META-nan,,,,,,,,,,,,
606,META-nan,,,,,,,,,,,,
607,META-nan,,,,,,,,,,,,
608,META-nan,,,,,,,,,,,,
609,META-nan,,,,,,,,,,,,
610,META-nan,,,,,,,,,,,,
611,META-nan,,,,,,,,,,,,
612,META-nan,,,,,,,,,,,,
613,META-nan,,,,,,,,,,,,
614,META-nan,,,,,,,,,,,,
615,META-nan,,,,,,,,,,,,
616,META-nan,,,,,,,,,,,,
617,META-nan,,,,,,,,,,,,
618,META-nan,,,,,,,,,,,,
619,META-nan,,,,,,,,,,,,
620,META-nan,,,,,,,,,,,,
621,META-nan,,,,,,,,,,,,
622,META-nan,,,,,,,,,,,,
623,META-nan,,,,,,,,,,,,
624,META-nan,,,,,,,,,,,,
625,META-nan,,,,,,,,,,,,
626,META-nan,,,,,,,,,,,,
627,META-nan,,,,,,,,,,,,
628,META-nan,,,,,,,,,,,,
629,META-nan,,,,,,,,,,,,
630,META-nan,,,,,,,,,,,,
631,META-nan,,,,,,,,,,,,
632,META-nan,,,,,,,,,,,,
633,META-nan,,,,,,,,,,,,
634,META-nan,,,,,,,,,,,,
635,META-nan,,,,,,,,,,,,
636,META-nan,,,,,,,,,,,,
637,META-nan,,,,,,,,,,,,
638,META-nan,,,,,,,,,,,,
639,META-nan,,,,,,,,,,,,
640,META-nan,,,,,,,,,,,,
641,META-nan,,,,,,,,,,,,
642,META-nan,,,,,,,,,,,,
643,META-nan,,,,,,,,,,,,
644,META-nan,,,,,,,,,,,,
645,META-nan,,,,,,,,,,,,
646,META-nan,,,,,,,,,,,,
647,META-nan,,,,,,,,,,,,
648,META-nan,,,,,,,,,,,,
649,META-nan,,,,,,,,,,,,
650,META-nan,,,,,,,,,,,,
651,META-nan,,,,,,,,,,,,
652,META-nan,,,,,,,,,,,,
653,META-nan,,,,,,,,,,,,
654,META-nan,,,,,,,,,,,,
655,META-nan,,,,,,,,,,,,
656,META-nan,,,,,,,,,,,,
657,META-nan,,,,,,,,,,,,
658,META-nan,,,,,,,,,,,,
659,META-nan,,,,,,,,,,,,
660,META-nan,,,,,,,,,,,,
661,META-nan,,,,,,,,,,,,
662,META-nan,,,,,,,,,,,,
663,META-nan,,,,,,,,,,,,
664,META-nan,,,,,,,,,,,,
665,META-nan,,,,,,,,,,,,
666,META-nan,,,,,,,,,,,,
667,META-nan,,,,,,,,,,,,
668,META-nan,,,,,,,,,,,,
669,META-nan,,,,,,,,,,,,
670,META-nan,,,,,,,,,,,,
671,META-nan,,,,,,,,,,,,
672,META-nan,,,,,,,,,,,,
673,META-nan,,,,,,,,,,,,
674,META-nan,,,,,,,,,,,,
675,META-nan,,,,,,,,,,,,
676,META-nan,,,,,,,,,,,,
677,META-nan,,,,,,,,,,,,
678,META-nan,,,,,,,,,,,,
679,META-nan,,,,,,,,,,,,
680,META-nan,,,,,,,,,,,,
681,META-nan,,,,,,,,,,,,
682,META-nan,,,,,,,,,,,,
683,META-nan,,,,,,,,,,,,
684,META-nan,,,,,,,,,,,,
685,META-nan,,,,,,,,,,,,
686,META-nan,,,,,,,,,,,,
687,META-nan,,,,,,,,,,,,
688,META-nan,,,,,,,,,,,,
689,META-nan,,,,,,,,,,,,
690,META-nan,,,,,,,,,,,,
691,META-nan,,,,,,,,,,,,
692,META-nan,,,,,,,,,,,,
693,META-nan,,,,,,,,,,,,
694,META-nan,,,,,,,,,,,,
695,META-nan,,,,,,,,,,,,
696,META-nan,,,,,,,,,,,,
697,META-nan,,,,,,,,,,,,
698,META-nan,,,,,,,,,,,,
699,META-nan,,,,,,,,,,,,
700,META-nan,,,,,,,,,,,,
701,META-nan,,,,,,,,,,,,
702,META-nan,,,,,,,,,,,,
703,META-nan,,,,,,,,,,,,
704,META-nan,,,,,,,,,,,,
705,META-nan,,,,,,,,,,,,
706,META-nan,,,,,,,,,,,,
707,META-nan,,,,,,,,,,,,
708,META-nan,,,,,,,,,,,,
709,META-nan,,,,,,,,,,,,
710,META-nan,,,,,,,,,,,,
711,META-nan,,,,,,,,,,,,
712,META-nan,,,,,,,,,,,,
713,META-nan,,,,,,,,,,,,
714,META-nan,,,,,,,,,,,,
715,META-nan,,,,,,,,,,,,
716,META-nan,,,,,,,,,,,,
717,META-nan,,,,,,,,,,,,
718,META-nan,,,,,,,,,,,,
719,META-nan,,,,,,,,,,,,
720,META-nan,,,,,,,,,,,,
721,META-nan,,,,,,,,,,,,
722,META-nan,,,,,,,,,,,,
723,META-nan,,,,,,,,,,,,
724,META-nan,,,,,,,,,,,,
725,META-nan,,,,,,,,,,,,
726,META-nan,,,,,,,,,,,,
727,META-nan,,,,,,,,,,,,
728,META-nan,,,,,,,,,,,,
729,META-nan,,,,,,,,,,,,
730,META-nan,,,,,,,,,,,,
731,META-nan,,,,,,,,,,,,
732,META-nan,,,,,,,,,,,,
733,META-nan,,,,,,,,,,,,
734,META-nan,,,,,,,,,,,,
735,META-nan,,,,,,,,,,,,
736,META-nan,,,,,,,,,,,,
737,META-nan,,,,,,,,,,,,
738,META-nan,,,,,,,,,,,,
739,META-nan,,,,,,,,,,,,
740,META-nan,,,,,,,,,,,,
741,META-nan,,,,,,,,,,,,
742,META-nan,,,,,,,,,,,,
743,META-nan,,,,,,,,,,,,
744,META-nan,,,,,,,,,,,,
745,META-nan,,,,,,,,,,,,
746,META-nan,,,,,,,,,,,,
747,META-nan,,,,,,,,,,,,
748,META-nan,,,,,,,,,,,,
749,META-nan,,,,,,,,,,,,
750,META-nan,,,,,,,,,,,,
751,META-nan,,,,,,,,,,,,
752,META-nan,,,,,,,,,,,,
753,META-nan,,,,,,,,,,,,
754,META-nan,,,,,,,,,,,,
755,META-nan,,,,,,,,,,,,
756,META-nan,,,,,,,,,,,,
757,META-nan,,,,,,,,,,,,
758,META-nan,,,,,,,,,,,,
759,META-nan,,,,,,,,,,,,
760,META-nan,,,,,,,,,,,,
761,META-nan,,,,,,,,,,,,
762,META-nan,,,,,,,,,,,,
763,META-nan,,,,,,,,,,,,
764,META-nan,,,,,,,,,,,,
765,META-nan,,,,,,,,,,,,
766,META-nan,,,,,,,,,,,,
767,META-nan,,,,,,,,,,,,
768,META-nan,,,,,,,,,,,,
769,META-nan,,,,,,,,,,,,
770,META-nan,,,,,,,,,,,,
771,META-nan,,,,,,,,,,,,
772,META-nan,,,,,,,,,,,,
773,META-nan,,,,,,,,,,,,
774,META-nan,,,,,,,,,,,,
775,META-nan,,,,,,,,,,,,
776,META-nan,,,,,,,,,,,,
777,META-nan,,,,,,,,,,,,
778,META-nan,,,,,,,,,,,,
779,META-nan,,,,,,,,,,,,
780,META-nan,,,,,,,,,,,,
781,META-nan,,,,,,,,,,,,
782,META-nan,,,,,,,,,,,,
783,META-nan,,,,,,,,,,,,
784,META-nan,,,,,,,,,,,,
785,META-nan,,,,,,,,,,,,
786,META-nan,,,,,,,,,,,,
787,META-nan,,,,,,,,,,,,
788,META-nan,,,,,,,,,,,,
789,META-nan,,,,,,,,,,,,
790,META-nan,,,,,,,,,,,,
791,META-nan,,,,,,,,,,,,
792,META-nan,,,,,,,,,,,,
793,META-nan,,,,,,,,,,,,
794,META-nan,,,,,,,,,,,,
795,META-nan,,,,,,,,,,,,
796,META-nan,,,,,,,,,,,,
797,META-nan,,,,,,,,,,,,
798,META-nan,,,,,,,,,,,,
799,META-nan,,,,,,,,,,,,
800,META-nan,,,,,,,,,,,,
801,META-nan,,,,,,,,,,,,
802,META-nan,,,,,,,,,,,,
803,META-nan,,,,,,,,,,,,
804,META-nan,,,,,,,,,,,,
805,META-nan,,,,,,,,,,,,
806,META-nan,,,,,,,,,,,,
